YM,YEAR,REGION,DRUG,ITEMS,COST
202103,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2100.89
202104,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2217.6
202105,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2504.1400000000003
202106,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,1360.9500000000003
202107,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,8,2802.3799999999997
202108,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,1743.6999999999998
202109,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,2491
202110,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,9,2491
202111,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,5,1992.8
202112,2021,NORTH EAST AND YORKSHIRE,Isocarboxazid,9,3238.2999999999997
202201,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,9,3861.0499999999993
202202,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,2615.55
202203,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2989.2
202204,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,8,3113.75
202205,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,1877.15
202206,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,12,4483.8
202207,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,5,1370.05
202208,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,8,2117.35
202209,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2615.5500000000006
202210,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,5,1370.0499999999997
202211,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2241.8999999999996
202212,2022,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,1743.6999999999998
202301,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,3151.1399999999994
202302,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,4,1096.06
202303,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,8,3288.1499999999996
202304,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,4,1370.07
202305,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,2055.1
202306,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,4,1507.07
202307,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,5,2192.1
202308,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,4,1507.07
202309,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2740.13
202310,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,3,959.05
202311,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,8,3415.37
202312,2023,NORTH EAST AND YORKSHIRE,Isocarboxazid,5,1918.09
202401,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,4,1370.07
202402,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,8,3288.15
202403,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,2,822.04
202404,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2466.12
202405,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,4,1438.57
202406,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,5,2157.84
202407,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,2733.27
202408,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,5,2013.99
202409,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,5,1870.14
202410,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,8,3452.55
202411,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,4,1870.13
202412,2024,NORTH EAST AND YORKSHIRE,Isocarboxazid,2,575.4300000000001
202101,2021,NORTH WEST,Isocarboxazid,2,700.3
202102,2021,NORTH WEST,Isocarboxazid,4,2334.3100000000004
202103,2021,NORTH WEST,Isocarboxazid,3,1634.02
202104,2021,NORTH WEST,Isocarboxazid,2,700.3
202105,2021,NORTH WEST,Isocarboxazid,3,1524.2600000000002
202106,2021,NORTH WEST,Isocarboxazid,4,1633.1399999999999
202107,2021,NORTH WEST,Isocarboxazid,4,3238.3
202108,2021,NORTH WEST,Isocarboxazid,2,747.3
202109,2021,NORTH WEST,Isocarboxazid,4,3238.2999999999997
202110,2021,NORTH WEST,Isocarboxazid,2,747.3
202111,2021,NORTH WEST,Isocarboxazid,5,3611.95
202112,2021,NORTH WEST,Isocarboxazid,3,1743.6999999999998
202201,2022,NORTH WEST,Isocarboxazid,3,871.8499999999999
202202,2022,NORTH WEST,Isocarboxazid,3,2864.65
202203,2022,NORTH WEST,Isocarboxazid,3,871.8499999999999
202204,2022,NORTH WEST,Isocarboxazid,3,2740.1
202205,2022,NORTH WEST,Isocarboxazid,2,1245.5
202206,2022,NORTH WEST,Isocarboxazid,2,1743.6999999999998
202207,2022,NORTH WEST,Isocarboxazid,1,996.4
202208,2022,NORTH WEST,Isocarboxazid,2,1743.6999999999998
202209,2022,NORTH WEST,Isocarboxazid,2,1245.5
202210,2022,NORTH WEST,Isocarboxazid,2,1743.6999999999998
202211,2022,NORTH WEST,Isocarboxazid,3,1494.6
202212,2022,NORTH WEST,Isocarboxazid,1,1494.6
202301,2023,NORTH WEST,Isocarboxazid,3,1644.06
202302,2023,NORTH WEST,Isocarboxazid,1,1644.06
202303,2023,NORTH WEST,Isocarboxazid,2,2740.1
202305,2023,NORTH WEST,Isocarboxazid,1,1644.06
202307,2023,NORTH WEST,Isocarboxazid,2,2740.1
202308,2023,NORTH WEST,Isocarboxazid,1,1096.04
202309,2023,NORTH WEST,Isocarboxazid,2,2740.1
202311,2023,NORTH WEST,Isocarboxazid,2,2740.1
202401,2024,NORTH WEST,Isocarboxazid,2,2740.1
202403,2024,NORTH WEST,Isocarboxazid,1,1096.04
202406,2024,NORTH WEST,Isocarboxazid,1,1150.84
202407,2024,NORTH WEST,Isocarboxazid,2,2877.1
202408,2024,NORTH WEST,Isocarboxazid,3,5178.78
202410,2024,NORTH WEST,Isocarboxazid,1,1150.84
202411,2024,NORTH WEST,Isocarboxazid,1,1150.84
202412,2024,NORTH WEST,Isocarboxazid,1,1726.26
202101,2021,SOUTH EAST,Isocarboxazid,13,5281.38
202102,2021,SOUTH EAST,Isocarboxazid,14,7732.389999999999
202103,2021,SOUTH EAST,Isocarboxazid,13,4647.78
202104,2021,SOUTH EAST,Isocarboxazid,15,5339.749999999999
202105,2021,SOUTH EAST,Isocarboxazid,13,5906.49
202106,2021,SOUTH EAST,Isocarboxazid,15,6777.500000000001
202107,2021,SOUTH EAST,Isocarboxazid,15,6952.5599999999995
202108,2021,SOUTH EAST,Isocarboxazid,16,8998.74
202109,2021,SOUTH EAST,Isocarboxazid,10,4016.74
202110,2021,SOUTH EAST,Isocarboxazid,16,7317.319999999998
202111,2021,SOUTH EAST,Isocarboxazid,10,5324.52
202112,2021,SOUTH EAST,Isocarboxazid,12,4888.5999999999995
202201,2022,SOUTH EAST,Isocarboxazid,10,4639.49
202202,2022,SOUTH EAST,Isocarboxazid,13,5635.89
202203,2022,SOUTH EAST,Isocarboxazid,11,4888.59
202204,2022,SOUTH EAST,Isocarboxazid,11,4888.589999999999
202205,2022,SOUTH EAST,Isocarboxazid,12,6258.64
202206,2022,SOUTH EAST,Isocarboxazid,11,3892.1899999999996
202207,2022,SOUTH EAST,Isocarboxazid,11,5947.2699999999995
202208,2022,SOUTH EAST,Isocarboxazid,7,2522.14
202209,2022,SOUTH EAST,Isocarboxazid,8,3269.4399999999996
202210,2022,SOUTH EAST,Isocarboxazid,11,6329.8099999999995
202211,2022,SOUTH EAST,Isocarboxazid,8,3020.3399999999997
202212,2022,SOUTH EAST,Isocarboxazid,11,4514.9400000000005
202301,2023,SOUTH EAST,Isocarboxazid,12,6816.01
202302,2023,SOUTH EAST,Isocarboxazid,11,4692.43
202303,2023,SOUTH EAST,Isocarboxazid,11,4511.389999999999
202304,2023,SOUTH EAST,Isocarboxazid,10,6380.530000000001
202305,2023,SOUTH EAST,Isocarboxazid,10,3870.4000000000005
202306,2023,SOUTH EAST,Isocarboxazid,10,5377.459999999999
202307,2023,SOUTH EAST,Isocarboxazid,12,4829.4400000000005
202308,2023,SOUTH EAST,Isocarboxazid,11,5925.48
202309,2023,SOUTH EAST,Isocarboxazid,14,7569.539999999999
202310,2023,SOUTH EAST,Isocarboxazid,11,5181.74
202311,2023,SOUTH EAST,Isocarboxazid,11,5377.460000000001
202312,2023,SOUTH EAST,Isocarboxazid,10,5607.43
202401,2024,SOUTH EAST,Isocarboxazid,12,5240.460000000001
202402,2024,SOUTH EAST,Isocarboxazid,9,3870.42
202403,2024,SOUTH EAST,Isocarboxazid,11,5240.46
202404,2024,SOUTH EAST,Isocarboxazid,12,4829.450000000001
202405,2024,SOUTH EAST,Isocarboxazid,10,5502.48
202406,2024,SOUTH EAST,Isocarboxazid,9,5358.620000000001
202407,2024,SOUTH EAST,Isocarboxazid,14,6365.610000000001
202408,2024,SOUTH EAST,Isocarboxazid,10,5214.769999999999
202409,2024,SOUTH EAST,Isocarboxazid,9,4973.3
202410,2024,SOUTH EAST,Isocarboxazid,14,6894.799999999999
202411,2024,SOUTH EAST,Isocarboxazid,9,4639.3499999999995
202412,2024,SOUTH EAST,Isocarboxazid,10,4495.49
202101,2021,SOUTH WEST,Isocarboxazid,41,9966.689999999999
202102,2021,SOUTH WEST,Isocarboxazid,44,9156.53
202103,2021,SOUTH WEST,Isocarboxazid,41,11609.02
202104,2021,SOUTH WEST,Isocarboxazid,48,9453.990000000002
202105,2021,SOUTH WEST,Isocarboxazid,36,8737.66
202106,2021,SOUTH WEST,Isocarboxazid,37,8648.21
202107,2021,SOUTH WEST,Isocarboxazid,42,10417.779999999999
202108,2021,SOUTH WEST,Isocarboxazid,41,10782.51
202109,2021,SOUTH WEST,Isocarboxazid,32,10973.15
202110,2021,SOUTH WEST,Isocarboxazid,35,8491.67
202111,2021,SOUTH WEST,Isocarboxazid,36,8469.45
202112,2021,SOUTH WEST,Isocarboxazid,43,11107.250000000004
202201,2022,SOUTH WEST,Isocarboxazid,39,12063.59
202202,2022,SOUTH WEST,Isocarboxazid,35,7263.99
202203,2022,SOUTH WEST,Isocarboxazid,43,9621.539999999999
202204,2022,SOUTH WEST,Isocarboxazid,45,11347.44
202205,2022,SOUTH WEST,Isocarboxazid,45,11125.07
202206,2022,SOUTH WEST,Isocarboxazid,35,10649.050000000001
202207,2022,SOUTH WEST,Isocarboxazid,24,7597.570000000001
202208,2022,SOUTH WEST,Isocarboxazid,40,8416.039999999999
202209,2022,SOUTH WEST,Isocarboxazid,39,8625.13
202210,2022,SOUTH WEST,Isocarboxazid,31,8126.910000000001
202211,2022,SOUTH WEST,Isocarboxazid,30,7232.82
202212,2022,SOUTH WEST,Isocarboxazid,41,10835.890000000001
202301,2023,SOUTH WEST,Isocarboxazid,35,11244.2
202302,2023,SOUTH WEST,Isocarboxazid,34,8323.070000000003
202303,2023,SOUTH WEST,Isocarboxazid,24,8220.330000000002
202304,2023,SOUTH WEST,Isocarboxazid,35,9830.16
202305,2023,SOUTH WEST,Isocarboxazid,50,13984.300000000003
202306,2023,SOUTH WEST,Isocarboxazid,38,9120.640000000001
202307,2023,SOUTH WEST,Isocarboxazid,42,11058.260000000002
202308,2023,SOUTH WEST,Isocarboxazid,43,11821.59
202309,2023,SOUTH WEST,Isocarboxazid,39,10157.95
202310,2023,SOUTH WEST,Isocarboxazid,37,8827.050000000001
202311,2023,SOUTH WEST,Isocarboxazid,41,12266.849999999999
202312,2023,SOUTH WEST,Isocarboxazid,37,10803.840000000004
202401,2024,SOUTH WEST,Isocarboxazid,44,12247.28
202402,2024,SOUTH WEST,Isocarboxazid,53,14507.890000000005
202403,2024,SOUTH WEST,Isocarboxazid,38,11131.660000000002
202404,2024,SOUTH WEST,Isocarboxazid,43,10862.539999999999
202405,2024,SOUTH WEST,Isocarboxazid,32,9720.54
202406,2024,SOUTH WEST,Isocarboxazid,29,6591.629999999999
202407,2024,SOUTH WEST,Isocarboxazid,44,14046.47
202408,2024,SOUTH WEST,Isocarboxazid,37,10809.71
202409,2024,SOUTH WEST,Isocarboxazid,44,9941.429999999998
202410,2024,SOUTH WEST,Isocarboxazid,38,9484.189999999999
202411,2024,SOUTH WEST,Isocarboxazid,41,10547.68
202412,2024,SOUTH WEST,Isocarboxazid,41,8965.269999999999
202101,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1358,27759.59999999999
202102,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1270,24711.049999999992
202103,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1465,28234.349999999988
202104,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1344,26939.68
202105,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1297,25337.620000000003
202106,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1338,26463.14999999999
202107,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1405,23328.20999999999
202108,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1296,21406.799999999992
202109,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1353,22512.36
202110,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1235,18521.109999999997
202111,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1287,20432.40000000001
202112,2021,EAST OF ENGLAND,Lofepramine hydrochloride,1381,21121.69000000001
202201,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1289,17456.790000000005
202202,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1234,17970.21
202203,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1301,18514.420000000006
202204,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1295,18292.570000000003
202205,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1282,17563.710000000003
202206,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1242,17666.420000000006
202207,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1227,17573.709999999995
202208,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1190,16464.929999999997
202209,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1196,16615.01
202210,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1154,16972.929999999997
202211,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1219,17909.840000000007
202212,2022,EAST OF ENGLAND,Lofepramine hydrochloride,1185,17806.129999999997
202301,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1195,16324.699999999997
202302,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1114,15413.93
202303,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1189,16461.71
202304,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1093,14944.909999999996
202305,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1141,16132.300000000001
202306,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1149,15523.419999999996
202307,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1140,16072.840000000004
202308,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1146,15561.800000000003
202309,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1075,15292.079999999998
202310,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1155,16631.15
202311,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1171,16492.27999999999
202312,2023,EAST OF ENGLAND,Lofepramine hydrochloride,1157,16139.72999999999
202401,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1153,17964.4
202402,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1070,17816.67
202403,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1109,20655.86
202404,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1100,19685.719999999994
202405,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1094,22379.80000000001
202406,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1027,21171.840000000004
202407,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1089,24995.210000000006
202408,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1091,28575.280000000002
202409,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1037,24673.800000000014
202410,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1074,27764.7
202411,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1048,25885.340000000004
202412,2024,EAST OF ENGLAND,Lofepramine hydrochloride,1029,24740.44
202101,2021,LONDON,Lofepramine hydrochloride,1283,23185.679999999993
202102,2021,LONDON,Lofepramine hydrochloride,1113,21036.489999999994
202103,2021,LONDON,Lofepramine hydrochloride,1308,24063.099999999995
202104,2021,LONDON,Lofepramine hydrochloride,1191,21897.629999999994
202105,2021,LONDON,Lofepramine hydrochloride,1136,20795.759999999987
202106,2021,LONDON,Lofepramine hydrochloride,1260,23011.350000000006
202107,2021,LONDON,Lofepramine hydrochloride,1218,19120.920000000006
202108,2021,LONDON,Lofepramine hydrochloride,1143,17473.859999999997
202109,2021,LONDON,Lofepramine hydrochloride,1162,18286.739999999998
202110,2021,LONDON,Lofepramine hydrochloride,1199,17422.120000000003
202111,2021,LONDON,Lofepramine hydrochloride,1184,16826.649999999998
202112,2021,LONDON,Lofepramine hydrochloride,1209,17666.149999999994
202201,2022,LONDON,Lofepramine hydrochloride,1131,14784.260000000002
202202,2022,LONDON,Lofepramine hydrochloride,1088,14662.089999999995
202203,2022,LONDON,Lofepramine hydrochloride,1163,19187.039999999997
202204,2022,LONDON,Lofepramine hydrochloride,1179,15809.46
202205,2022,LONDON,Lofepramine hydrochloride,1130,15930.71
202206,2022,LONDON,Lofepramine hydrochloride,1204,16931.409999999996
202207,2022,LONDON,Lofepramine hydrochloride,1082,15246.370000000003
202208,2022,LONDON,Lofepramine hydrochloride,1123,17614.219999999994
202209,2022,LONDON,Lofepramine hydrochloride,1139,16400.919999999995
202210,2022,LONDON,Lofepramine hydrochloride,1130,17786.890000000003
202211,2022,LONDON,Lofepramine hydrochloride,1059,15688.289999999995
202212,2022,LONDON,Lofepramine hydrochloride,1150,17374.91
202301,2023,LONDON,Lofepramine hydrochloride,1139,16001.479999999998
202302,2023,LONDON,Lofepramine hydrochloride,1003,13176.900000000003
202303,2023,LONDON,Lofepramine hydrochloride,1153,16744.73000000001
202304,2023,LONDON,Lofepramine hydrochloride,1098,14135.119999999995
202305,2023,LONDON,Lofepramine hydrochloride,1131,14263.050000000001
202306,2023,LONDON,Lofepramine hydrochloride,1139,13564.14
202307,2023,LONDON,Lofepramine hydrochloride,1094,14520.800000000001
202308,2023,LONDON,Lofepramine hydrochloride,1111,14483.320000000005
202309,2023,LONDON,Lofepramine hydrochloride,1108,15749.480000000007
202310,2023,LONDON,Lofepramine hydrochloride,1112,13798.589999999986
202311,2023,LONDON,Lofepramine hydrochloride,1076,14496.199999999997
202312,2023,LONDON,Lofepramine hydrochloride,1046,13883.529999999993
202401,2024,LONDON,Lofepramine hydrochloride,1094,16829.940000000006
202402,2024,LONDON,Lofepramine hydrochloride,993,15520.240000000005
202403,2024,LONDON,Lofepramine hydrochloride,986,17038.940000000013
202404,2024,LONDON,Lofepramine hydrochloride,1095,16836.67
202405,2024,LONDON,Lofepramine hydrochloride,1100,20046.63
202406,2024,LONDON,Lofepramine hydrochloride,1031,18876.16
202407,2024,LONDON,Lofepramine hydrochloride,1070,22698.16
202408,2024,LONDON,Lofepramine hydrochloride,1026,24641.800000000003
202409,2024,LONDON,Lofepramine hydrochloride,1024,20257.960000000003
202410,2024,LONDON,Lofepramine hydrochloride,1062,23671.720000000005
202411,2024,LONDON,Lofepramine hydrochloride,1029,22568.21000000001
202412,2024,LONDON,Lofepramine hydrochloride,1055,22483.170000000002
202101,2021,MIDLANDS,Lofepramine hydrochloride,2822,62522.229999999916
202102,2021,MIDLANDS,Lofepramine hydrochloride,2596,56179.839999999946
202103,2021,MIDLANDS,Lofepramine hydrochloride,2875,63139.54999999991
202104,2021,MIDLANDS,Lofepramine hydrochloride,2782,61375.73000000003
202105,2021,MIDLANDS,Lofepramine hydrochloride,2652,57698.16999999999
202106,2021,MIDLANDS,Lofepramine hydrochloride,2773,60190.04000000002
202107,2021,MIDLANDS,Lofepramine hydrochloride,2829,51470.25999999999
202108,2021,MIDLANDS,Lofepramine hydrochloride,2724,49189.979999999996
202109,2021,MIDLANDS,Lofepramine hydrochloride,2814,50571.090000000004
202110,2021,MIDLANDS,Lofepramine hydrochloride,2645,45413.66000000002
202111,2021,MIDLANDS,Lofepramine hydrochloride,2710,46804.77999999998
202112,2021,MIDLANDS,Lofepramine hydrochloride,2812,48875.73999999999
202201,2022,MIDLANDS,Lofepramine hydrochloride,2648,42550.530000000006
202202,2022,MIDLANDS,Lofepramine hydrochloride,2479,41915.96000000001
202203,2022,MIDLANDS,Lofepramine hydrochloride,2762,46126.960000000014
202204,2022,MIDLANDS,Lofepramine hydrochloride,2546,42616.97
202205,2022,MIDLANDS,Lofepramine hydrochloride,2753,43700.13
202206,2022,MIDLANDS,Lofepramine hydrochloride,2550,41812.63999999999
202207,2022,MIDLANDS,Lofepramine hydrochloride,2588,42513.10000000001
202208,2022,MIDLANDS,Lofepramine hydrochloride,2654,42801.37
202209,2022,MIDLANDS,Lofepramine hydrochloride,2590,43027.54999999997
202210,2022,MIDLANDS,Lofepramine hydrochloride,2557,42364.229999999996
202211,2022,MIDLANDS,Lofepramine hydrochloride,2603,43276.209999999985
202212,2022,MIDLANDS,Lofepramine hydrochloride,2688,46372.65
202301,2023,MIDLANDS,Lofepramine hydrochloride,2534,40531.18999999997
202302,2023,MIDLANDS,Lofepramine hydrochloride,2265,36676.80999999999
202303,2023,MIDLANDS,Lofepramine hydrochloride,2571,43353.51000000002
202304,2023,MIDLANDS,Lofepramine hydrochloride,2251,37797.84
202305,2023,MIDLANDS,Lofepramine hydrochloride,2482,39835.02
202306,2023,MIDLANDS,Lofepramine hydrochloride,2493,39315.39
202307,2023,MIDLANDS,Lofepramine hydrochloride,2347,43255.14
202308,2023,MIDLANDS,Lofepramine hydrochloride,2420,39232.13999999999
202309,2023,MIDLANDS,Lofepramine hydrochloride,2321,40936.36999999999
202310,2023,MIDLANDS,Lofepramine hydrochloride,2338,40034.43000000001
202311,2023,MIDLANDS,Lofepramine hydrochloride,2388,41415.600000000006
202312,2023,MIDLANDS,Lofepramine hydrochloride,2386,40551.15999999998
202401,2024,MIDLANDS,Lofepramine hydrochloride,2316,43817.24999999999
202402,2024,MIDLANDS,Lofepramine hydrochloride,2181,44957.050000000025
202403,2024,MIDLANDS,Lofepramine hydrochloride,2224,50175.68999999999
202404,2024,MIDLANDS,Lofepramine hydrochloride,2304,47377.01000000001
202405,2024,MIDLANDS,Lofepramine hydrochloride,2330,57716.85
202406,2024,MIDLANDS,Lofepramine hydrochloride,2179,52252.690000000024
202407,2024,MIDLANDS,Lofepramine hydrochloride,2282,63107.59000000001
202408,2024,MIDLANDS,Lofepramine hydrochloride,2303,69228.49000000003
202409,2024,MIDLANDS,Lofepramine hydrochloride,2105,57909.16000000001
202410,2024,MIDLANDS,Lofepramine hydrochloride,2300,64747.599999999984
202411,2024,MIDLANDS,Lofepramine hydrochloride,2085,58466.24999999995
202412,2024,MIDLANDS,Lofepramine hydrochloride,2209,62588.49999999997
202101,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3219,58931.27999999993
202102,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3133,57450.25999999994
202103,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3358,61586.81999999993
202104,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3264,60511.31000000003
202105,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3127,56883.97999999996
202106,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3242,61087.27000000002
202107,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3279,50100.659999999974
202108,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3147,49131.57000000003
202109,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3163,48993.16999999999
202110,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3027,44307.27999999999
202111,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3156,45599.64
202112,2021,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3294,48503.62
202201,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3113,42670.30999999999
202202,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2919,40706.61000000001
202203,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3250,43697.47999999998
202204,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3054,43229.60000000001
202205,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3141,41413.430000000015
202206,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2975,39892.85000000002
202207,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2855,38587.21000000002
202208,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2921,39613.46000000001
202209,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2930,39133.08000000002
202210,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2853,39853.49
202211,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2866,40464.48999999999
202212,2022,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2898,43497.37000000001
202301,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2707,35990.29000000001
202302,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2700,36006.15000000001
202303,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2952,39741.15000000001
202304,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2581,33445.490000000005
202305,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2786,37308.600000000006
202306,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2822,35951.62
202307,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2656,37872.299999999996
202308,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2716,35765.45
202309,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2715,37300.920000000006
202310,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2672,37224.6
202311,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2726,36376.45000000002
202312,2023,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2732,36066.65999999998
202401,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2864,41079.21000000002
202402,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2575,41175.85
202403,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2548,43616.4
202404,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2592,44074.80999999998
202405,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2715,52609.700000000004
202406,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2490,47635.99999999997
202407,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2638,56823.039999999986
202408,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2532,62421.50999999999
202409,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2534,52241.9
202410,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2617,57655.98999999998
202411,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2531,55706.63
202412,2024,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2571,56036.74000000002
